assessment_id,assessment_date,vehicle_id,registration_no,Vehicle_Model,Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Fuel_Type,Transmission_Type,Engine_Size,Odometer_Reading,Last_Service_Date,Warranty_Expiry_Date,Owner_Type,Insurance_Premium,Service_History,Accident_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Battery_Status,Need_Maintenance,source_system
CA-001336,2024-06-09,VH-10031,ETP9210,Explorer,98589,Poor,0,7,ELECTRIC,Automatic,Electric,119431,2023-11-26,2022-05-09,Company,1225,11,0,16.56,GOOD,Worn,Replace,1,InspectionApp
CA-001337,2025-08-25,VH-10188,DBW4917,Honda Civic,195122,GOOD,2,11,Gas,AUTO,2000,195034,2025-07-03,2020-04-14,Leased,1189,0,0,12.87,Worn Out,Worn,Weak,0,ConditionPortal
CA-001338,2025-06-06,VH-10225,CNQ7471,Explorer,79670,Unknown,0,5,Gas,Automatic,,79532,2024-07-04,01/16/2027,Pool,1204,11,0,21.51,Worn,Good,New,1,InspectionApp
CA-001339,2024-03-23,VH-10236,FSR3291,Civic,109970,Unknown,,9,Hybrid,,2.0L,109957,2024-02-10,2020-10-19,Pool,1884,6,0,11.89,GOOD,Needs Service,WEAK,0,ConditionPortal
CA-001340,2025-01-06,VH-10143,EAZ6028,Toyota Camry,33926,Good,1,2,DIESEL,Manual,3.5L,33751,2024-06-20,2028-05-07,,2358,0,2,28.01,Worn,New,Good,1,MaintenanceRiskModel
CA-001341,2024-10-24,VH-10394,QLL6021,Truck,117052,Unknown,,6,Hybrid,AUTO,,116839,2024-06-01,2024-03-06,,2091,20,2,15.7,New,Worn,Weak,0,ConditionPortal
CA-001342,2024-08-17,VH-10245,NRN5127,Van,40906,Unknown,2,4,ELECTRIC,,2500,59935,2023-09-22,2028-03-03,Company,3786,15,0,35.72,Poor,Good,Replace,0,InspectionApp
CA-001343,2026-04-05,VH-10409,HJB0054,Dodge Ram 1500,125931,Average,3,9,Hybrid,AUTO,2000,126137,2026-03-11,2020-08-07,Pool,2641,18,1,16.96,Good,Worn,WEAK,0,MaintenanceRiskModel
CA-001344,2024-05-07,VH-10255,PJY5688,Chevrolet Silverado,14933,GOOD,1,1,Electric,Automatic,Electric,38505,2023-07-10,02/20/2031,Second,3226,0,3,15.09,Poor,GOOD,Good,1,ConditionPortal
CA-001345,2026-01-18,VH-10121,TMC0788,Heavy Truck,53151,Average,2,4,Hybrid,Manual,2000,52915,05/13/2025,2025-06-28,,1914,4,0,11.08,New,GOOD,Weak,0,InspectionApp
CA-001346,2025-01-07,VH-10394,QLL6021,Truck,110958,Good,1,6,GAS,,Electric,111142,2024-09-16,03/06/2024,,3050,3,0,20.02,Worn,Needs Service,Weak,1,ConditionPortal
CA-001347,2026-01-31,VH-10363,ZUI7968,Toyota Camry,104816,Average,2,13,DIESEL,,3.5L,114134,2025-06-03,09/29/2017,Company,2300,8,0,27.59,New,New,WEAK,1,InspectionApp
CA-001348,2025-03-24,,BNS2277,Ram 1500,45943,Average,1,2,ELECTRIC,Manual,6.7L,46089,2024-11-15,2029-01-15,,1842,13,3,10.64,Poor,Good,Good,0,MaintenanceRiskModel
CA-001349,2025-05-27,VH-10275,EFD7489,Van,185491,Average,0,12,DIESEL,,5.3L,185289,2025-05-08,2017-10-20,,4420,12,0,22.47,Good,Poor,Good,0,ConditionPortal
CA-001350,2024-05-03,VH-10039,BGD6874,Truck,204587,Unknown,2,10,Gas,Automatic,3.5L,214894,2023-10-02,2020-08-07,Leased,3767,9,2,19.14,New,Worn,Good,0,MaintenanceRiskModel
CA-001351,2025-03-11,VH-10015,SUD3294,MV607,105977,Unknown,0,8,Diesel,,2500,113653,2024-09-14,2022-12-15,Pool,3861,19,1,12.6,Good,Poor,Unknown,1,InspectionApp
CA-001352,2025-11-07,VH-10002,AXE3566,Chevrolet Express,62953,Poor,1,8,DIESEL,Manual,,62839,2025-08-23,2026-01-25,Company,4242,7,0,45.88,New,Good,New,0,MaintenanceRiskModel
CA-001353,2025-03-24,VH-10150,YUA5745,Toyota Tacoma,103187,Poor,2,8,ELECTRIC,Manual,3.5L,102994,2024-10-03,2023-08-14,Second,2230,4,0,28.84,GOOD,Good,Good,0,InspectionApp
CA-001354,2024-09-12,VH-10375,VPX3879,Camry,181257,Poor,1,14,Hybrid,AUTO,Electric,187054,2024-09-15,2016-12-30,Pool,1613,11,0,19.83,Poor,GOOD,Good,1,InspectionApp
CA-001355,2026-02-25,VH-10196,WDM5374,Sierra,100462,Good,1,7,Diesel,Automatic,,100387,2025-04-13,2021-09-12,,1574,10,0,11.93,Worn Out,Good,New,1,MaintenanceRiskModel
CA-001356,2025-06-19,VH-10044,ZDL8975,Heavy Truck,126412,Poor,2,14,Dsl,Automatic,3.5L,136647,2024-11-03,2018-02-07,Pool,2522,9,0,27.23,Good,Poor,New,1,ConditionPortal
CA-001357,06/07/2024,VH-10184,YRB9983,MV607,187262,Poor,2,9,Electric,Automatic,3.5L,193285,2024-03-14,2021-12-04,Company,4390,11,3,39.76,GOOD,GOOD,New,1,ConditionPortal
CA-001358,2025-05-28,VH-10409,HJB0054,Dodge Ram 1500,124274,Average,1,9,DIESEL,AUTO,2000,123982,2024-07-30,2020-08-07,Company,2085,16,0,26.89,Poor,Needs Service,WEAK,1,ConditionPortal
CA-001359,2026-04-20,VH-10217,NKD5416,Dodge Ram 1500,58682,GOOD,1,3,Electric,AUTO,3.5L,58925,2026-01-31,2028-02-03,Second,1223,8,2,50.49,New,Poor,Weak,0,InspectionApp
CA-001360,2025-01-12,VH-10005,AOP0011,Prius,144247,Poor,0,12,EV,Automatic,2500,144371,2024-08-02,2019-01-02,,1222,20,1,26.51,Good,Poor,Weak,0,InspectionApp
CA-001361,2025-10-16,VH-10266,TYG7961,Van,16872,GOOD,1,1,DIESEL,AUTO,Electric,16685,2025-05-14,2028-05-26,,1108,12,0,16.37,GOOD,New,Replace,0,InspectionApp
CA-001362,2025-01-07,VH-10350,BNP9893,Silverado,92258,GOOD,,7,Hybrid,Manual,,92404,2023-12-04,2023-06-03,,3258,11,0,11.54,Worn,GOOD,WEAK,1,ConditionPortal
CA-001363,2024-08-28,VH-10158,GYE9555,Civic,73698,Poor,0,4,Diesel,,2000,80060,2024-07-15,2024-12-02,Company,1227,8,3,33.12,Worn,New,Unknown,0,InspectionApp
CA-001364,2025-09-05,VH-10379,OOI3784,GMC Sierra,56815,Average,0,3,Electric,AUTO,Electric,62448,2025-03-01,08/16/2028,Pool,1890,18,0,47.36,Worn,Poor,WEAK,1,ConditionPortal
CA-001365,2025-10-26,VH-10316,HNS0884,MV607,216890,GOOD,0,11,Hybrid,AUTO,3.5L,217132,2025-01-22,2018-05-08,Leased,2466,8,0,13.38,Worn,Poor,Replace,1,MaintenanceRiskModel
CA-001366,2026-04-21,VH-10233,LLZ9444,Heavy Truck,73185,Unknown,0,6,EV,,5.3L,73110,2025-11-23,2025-10-15,,3380,7,0,43.24,Good,Worn,Unknown,1,ConditionPortal
CA-001367,2024-06-16,VH-10197,WAF5896,Truck,13968,Unknown,1,1,EV,,,13672,2024-02-20,2030-06-18,Leased,3618,8,0,45.68,Good,Good,Replace,0,ConditionPortal
CA-001368,2025-05-04,VH-10098,AKO4598,MV607,240835,Average,1,11,Diesel,AUTO,3.5L,257564,2024-12-29,2018-07-06,,2894,12,2,22.4,Poor,Needs Service,Unknown,1,InspectionApp
CA-001369,2025-12-30,,PFB1972,Van,102539,Unknown,,6,DIESEL,,2000,102245,2025-02-05,09/05/2026,Pool,3225,11,0,33.32,Good,Worn,Weak,1,InspectionApp
CA-001370,2025-01-28,VH-10328,CXF5413,Toyota Tacoma,14117,Good,2,1,HYBRID,AUTO,3.5L,32065,2024-11-30,2028-07-05,Leased,3818,7,0,33.55,Worn Out,Needs Service,Good,1,MaintenanceRiskModel
CA-001371,2025-05-19,VH-10065,RPO7917,Express,65364,Average,3,6,Hybrid,,Electric,83906,2024-09-30,2023-10-27,,2110,18,0,46.92,GOOD,GOOD,WEAK,1,InspectionApp
CA-001372,2025-12-01,VH-10296,WSD6491,Silverado,130118,Good,1,8,Hybrid,Manual,2500,140255,03/03/2025,2022-06-28,Company,3484,14,3,39.08,GOOD,Needs Service,WEAK,0,ConditionPortal
CA-001373,2026-02-02,VH-10273,NJE2207,Tacoma,57114,Poor,3,3,Hybrid,AUTO,Electric,57155,2025-09-02,2026-11-18,Pool,3919,13,0,36.24,Worn Out,Worn,Replace,1,InspectionApp
CA-001374,2024-03-07,VH-10371,PHG0050,Prius,115443,Good,1,9,Gas,Automatic,,121040,2023-11-22,2022-05-25,Second,2221,6,3,21.28,Good,Needs Service,New,0,ConditionPortal
CA-001375,2025-03-31,VH-10090,EXJ8115,Explorer,228056,Good,3,12,Electric,Automatic,3.5L,241549,07/07/2024,2016-10-16,,2869,11,3,51.55,Worn Out,New,Good,0,ConditionPortal
CA-001376,2024-05-10,,LBG0705,Chevrolet Express,165261,GOOD,2,9,Electric,,3.5L,171889,2023-03-23,2022-11-12,Leased,2347,13,3,29.78,GOOD,Good,WEAK,0,InspectionApp
CA-001377,04/24/2026,VH-10148,WWZ4336,Ram 1500,24573,Good,3,2,Electric,Automatic,2000,24424,2025-03-21,2027-10-11,,2657,18,3,34.5,Poor,GOOD,New,1,ConditionPortal
CA-001378,2025-08-15,VH-10364,GQO7666,Chevrolet Silverado,71740,Unknown,0,4,EV,Manual,2500,86426,2024-12-10,2028-08-17,Second,3319,15,3,28.24,GOOD,Good,New,0,MaintenanceRiskModel
CA-001379,2025-08-16,VH-10302,EYS5724,Sedan,38167,Poor,,2,Electric,,Electric,59867,2024-08-19,2030-01-02,Second,2431,2,0,12.01,Poor,Worn,Replace,1,ConditionPortal
CA-001380,2024-01-16,VH-10370,BGN1223,Toyota Camry,268187,GOOD,1,14,DIESEL,Manual,Electric,267953,2023-09-03,12/10/2015,Pool,2913,16,2,46.6,Worn Out,Worn,Unknown,0,InspectionApp
CA-001381,2024-11-21,VH-10148,WWZ4336,Truck,25538,Good,0,2,Electric,Automatic,,44871,2024-03-27,2027-10-11,Pool,2770,6,0,51.1,Worn Out,Worn,Good,0,ConditionPortal
CA-001382,02/20/2025,VH-X6954,FUT2003,Toyota Camry,60958,Good,1,5,DIESEL,,2500,60763,2024-10-16,2027-04-14,Company,1545,4,2,54.9,Worn Out,Worn,Unknown,0,InspectionApp
CA-001383,2025-01-02,VH-10147,TVM2463,Heavy Truck,112822,Unknown,,10,Gas Hybrid,Manual,2500,122787,2024-10-18,2020-02-17,Pool,2295,9,1,42.32,Worn,Needs Service,Unknown,0,ConditionPortal
CA-001384,2025-07-18,VH-10314,DPI9068,International MV607,125540,Poor,2,10,Gas,Automatic,,133734,2025-01-01,2026-01-06,Pool,2516,10,0,8.6,Poor,Worn,WEAK,1,MaintenanceRiskModel
CA-001385,2025-06-09,VH-10381,TQJ3478,Ford F-150,116830,Poor,1,10,DIESEL,Manual,6.7L,116609,2024-08-26,2019-08-27,Leased,2756,11,3,41.94,Worn,New,New,0,MaintenanceRiskModel
CA-001386,2024-03-06,VH-10129,QNL7195,Sedan,146545,Poor,,7,Diesel,Automatic,3.5L,165082,10/21/2023,2024-10-16,Leased,1429,11,0,26.94,Good,Good,Weak,0,ConditionPortal
CA-001387,2025-09-21,VH-10035,XYD8116,Ford Transit,79129,Unknown,2,10,DIESEL,,2000,90864,2024-10-31,2018-09-14,Company,1417,15,0,47.83,Poor,Needs Service,Weak,0,InspectionApp
CA-001388,2025-05-19,VH-10413,GAD8044,Heavy Truck,268335,Good,3,14,EV,,2500,268387,2024-12-28,2018-01-24,Second,2123,12,2,25.71,Worn Out,Poor,Replace,0,MaintenanceRiskModel
CA-001389,2026-02-21,VH-10108,HRQ9850,Sedan,63818,Unknown,0,4,GAS,,3.5L,85614,2026-02-14,2028-07-01,Company,1515,7,3,44.67,Poor,Poor,Weak,1,InspectionApp
CA-001390,2025-03-24,VH-X1810,XMV2538,Explorer,4242,Good,0,13,Hybrid,Automatic,2000,4323,2024-09-10,2018-02-03,Company,2634,15,0,27.52,Good,Good,WEAK,0,ConditionPortal
CA-001391,2025-10-22,VH-10247,JJQ3996,Sedan,59359,Average,1,5,EV,Automatic,2000,71395,2024-12-20,2027-04-14,,3413,9,0,36.83,Worn Out,Worn,Weak,1,MaintenanceRiskModel
CA-001392,2025-02-01,VH-10087,BSJ3728,Ford Transit,124375,Poor,,7,EV,AUTO,2500,144348,2024-08-18,2025-04-10,Leased,3492,11,0,39.13,Worn,Good,Replace,0,MaintenanceRiskModel
CA-001393,2025-12-03,VH-10094,VNX4399,Toyota Tacoma,16541,GOOD,0,1,Diesel,Automatic,Electric,34301,2025-11-08,2028-06-14,Second,1580,11,2,16.75,Good,New,Replace,1,MaintenanceRiskModel
CA-001394,2024-01-06,VH-10399,QWJ6840,Honda Civic,45601,GOOD,3,4,Diesel,AUTO,2500,45324,2023-12-18,2024-06-23,Company,1350,2,2,23.19,Poor,GOOD,WEAK,0,MaintenanceRiskModel
CA-001395,2025-05-03,VH-10213,GOE6722,NV200,75280,Unknown,3,5,Gas,,,75436,2024-11-07,2024-01-15,Pool,4084,13,1,33.36,New,Needs Service,Good,0,ConditionPortal
CA-001396,2024-07-28,VH-10059,LXW4999,Transit,157811,GOOD,0,14,DIESEL,,Electric,157578,2023-07-04,2014-11-15,Second,1411,12,0,15.32,Worn,Good,Weak,0,ConditionPortal
CA-001397,2024-06-03,VH-10004,KRZ0273,Toyota Tacoma,120357,GOOD,1,9,Diesel,AUTO,Electric,134262,2023-12-13,2020-07-23,Leased,4378,18,1,45.16,Worn,Needs Service,Weak,1,ConditionPortal
CA-001398,2025-11-24,VH-10252,IZQ8447,Truck,13987,Poor,0,2,Gas,AUTO,3.5L,22668,2025-01-08,10/15/2027,Company,1920,0,0,45.99,New,GOOD,WEAK,0,InspectionApp
CA-001399,2025-09-27,VH-10272,TLC1726,Sierra,229229,Average,1,12,Electric,AUTO,2500,239182,2025-09-12,2018-06-12,Company,1780,11,1,46.96,Poor,Poor,Good,0,ConditionPortal
CA-001400,2024-11-22,VH-10383,GAT5800,Ram 1500,47154,GOOD,1,5,EV,,3.5L,65243,2024-07-09,2024-03-18,Pool,964,18,3,33.49,Good,GOOD,WEAK,0,MaintenanceRiskModel
CA-001401,2025-07-02,VH-10013,YPP2449,Chevrolet Express,69391,Unknown,1,4,Electric,AUTO,2000,69365,11/05/2024,2028-03-08,,2134,13,3,54.42,Poor,Good,WEAK,0,MaintenanceRiskModel
CA-001402,2024-04-26,VH-10378,XMV2538,Explorer,8144,GOOD,1,13,Gas,Manual,Electric,28375,2023-09-08,2018-02-03,Company,2084,17,3,51.23,Good,GOOD,Replace,1,MaintenanceRiskModel
CA-001403,2025-11-14,VH-10396,CNV7977,Explorer,120520,Good,0,7,EV,Automatic,2500,136190,2025-09-12,2022-01-31,Pool,1875,6,0,44.52,Poor,Good,WEAK,1,InspectionApp
CA-001404,2025-11-14,VH-10348,LHS3364,Honda Civic,13070,Unknown,1,1,EV,Automatic,5.3L,12846,2025-02-12,2028-03-09,,2216,10,0,54.3,GOOD,Worn,WEAK,0,ConditionPortal
CA-001405,2024-12-23,VH-10358,VZC8820,Toyota Camry,74505,Unknown,,7,Diesel,Manual,3.5L,74438,2024-05-25,2023-04-15,Company,1103,2,2,11.56,Worn,GOOD,WEAK,1,ConditionPortal
CA-001406,2024-01-09,VH-X2996,BZM2610,Truck,68390,GOOD,0,7,Electric,AUTO,,76986,2023-07-06,2022-12-05,Leased,4466,9,2,43.33,Good,Needs Service,Good,0,MaintenanceRiskModel
CA-001407,2025-06-17,VH-10389,MQX3601,GMC Sierra,99743,Average,0,5,Unleaded,,5.3L,106093,2025-05-31,2023-09-30,Second,3824,19,1,31.48,New,Good,New,0,InspectionApp
CA-001408,2024-06-15,VH-10316,HNS0884,MV607,213619,Good,0,11,Diesel,,3.5L,233848,2023-12-20,2018-05-08,,2319,4,1,49.47,Worn Out,GOOD,New,0,MaintenanceRiskModel
CA-001409,2026-03-04,VH-10072,LPF4162,F-150,232604,Average,1,11,Gas,AUTO,,232557,2025-03-09,2018-06-21,Company,2109,5,3,17.46,Worn,Worn,Unknown,0,MaintenanceRiskModel
CA-001410,2025-05-15,VH-10277,QMP1828,Dodge Ram 1500,57975,Good,,7,EV,Automatic,,58184,2025-02-18,2022-09-27,Second,2351,2,0,24.62,GOOD,Poor,Replace,0,InspectionApp
CA-001411,2024-02-19,VH-10390,EVT7030,Freightliner M2,33723,Good,1,4,Diesel,Manual,2500,46167,2023-12-03,2027-08-03,,2498,12,2,23.64,Good,Worn,New,1,ConditionPortal
CA-001412,2024-05-19,VH-10205,YLW6431,Sedan,57067,Good,0,6,Electric,Manual,,56945,2023-04-02,2025-02-07,,1582,3,0,19.64,Good,GOOD,WEAK,0,InspectionApp
CA-001413,2026-02-06,VH-10024,EVB7698,Truck,73488,Unknown,3,7,Electric,AUTO,2500,73229,2025-12-30,05/23/2024,Leased,2647,0,2,33.44,New,Poor,Weak,0,ConditionPortal
CA-001414,2024-11-10,VH-10064,QEQ7111,MV607,11208,Unknown,,1,EV,AUTO,Electric,11080,2024-10-15,2028-08-24,Pool,2062,15,2,19.12,New,New,Good,0,InspectionApp
CA-001415,2024-12-06,VH-10089,PKH2335,Ford Explorer,32756,GOOD,2,2,EV,Automatic,,32838,2024-06-20,2027-11-04,,2488,2,3,40.05,Poor,Worn,New,1,MaintenanceRiskModel
CA-001416,2024-07-12,VH-10151,SSC6539,Truck,209495,Good,1,11,Dsl,AUTO,3.5L,209681,2024-05-04,2021-06-16,Pool,2834,18,3,31.1,New,Good,New,1,ConditionPortal
CA-001417,2026-01-14,VH-10336,GCT5022,F-150,21284,Poor,0,1,EV,,,31809,2025-03-16,2030-10-25,,3787,8,3,8.8,Worn,GOOD,Weak,0,InspectionApp
CA-001418,2024-09-11,VH-10241,IJK4151,Sedan,128241,Unknown,1,6,Hybrid,,Electric,136526,12/05/2023,2024-01-07,Leased,4430,15,0,27.92,Worn,GOOD,Replace,1,InspectionApp
CA-001419,2025-04-25,VH-10123,TQF0063,Truck,22081,Unknown,,2,EV,Manual,Electric,38545,2025-01-13,2027-07-18,,1559,7,1,35.69,Worn Out,Needs Service,Weak,1,MaintenanceRiskModel
CA-001420,2024-06-09,VH-10262,EIR9531,Heavy Truck,105584,Good,0,5,Electric,Manual,Electric,105838,2024-06-02,2025-06-17,Leased,3112,7,1,20.4,Worn,GOOD,Unknown,0,InspectionApp
CA-001421,2026-01-02,VH-10359,QRK4441,Explorer,92632,Poor,2,7,EV,Manual,2000,97636,2025-04-13,2022-12-08,,2332,0,0,35.98,GOOD,Poor,Good,0,InspectionApp
CA-001422,2025-01-17,VH-10060,YMM4816,Sedan,179313,Poor,,13,Electric,Manual,3.5L,196971,2024-07-04,2019-08-24,Leased,1923,8,0,27.05,Good,Good,Unknown,0,MaintenanceRiskModel
CA-001423,2025-04-16,VH-10324,VPP3552,Truck,190998,GOOD,,12,Hybrid,,3.5L,211256,01/11/2025,2020-03-16,Second,1080,20,0,48.58,GOOD,GOOD,Good,1,MaintenanceRiskModel
CA-001424,2024-08-08,VH-10290,JPA5858,Van,42018,Average,1,3,EV,AUTO,,41870,2023-09-14,2027-03-31,,2212,12,3,22.16,Worn Out,Worn,Weak,0,InspectionApp
CA-001425,2025-10-13,VH-10309,TOQ8049,Sierra,13369,Unknown,1,1,Hybrid,,2000,34289,12/10/2024,03/09/2028,Pool,3538,8,2,37.8,GOOD,Needs Service,WEAK,0,InspectionApp
CA-001426,2024-10-30,VH-10039,BGD6874,Tacoma,205893,Poor,1,10,Hybrid,AUTO,Electric,227436,2024-10-23,2020-08-07,Leased,2720,11,2,11.98,Worn,New,New,0,MaintenanceRiskModel
CA-001427,2026-04-11,VH-10017,HVV1626,Ram 1500,96557,GOOD,1,10,petrol,Automatic,3.5L,96448,2025-08-21,2022-03-22,Leased,4485,8,0,29.98,GOOD,New,New,0,InspectionApp
CA-001428,2025-05-20,VH-10179,ULY5663,Silverado,198027,Average,0,11,Gas,Automatic,Electric,208034,03/31/2024,2018-10-10,Company,3099,6,0,44.17,GOOD,Worn,Weak,1,InspectionApp
CA-001429,2024-11-21,VH-10253,EIH1559,NV200,174302,Poor,1,12,Gas,AUTO,2000,188940,2024-11-14,2018-04-02,Second,3573,4,0,19.66,Worn,Poor,Weak,0,ConditionPortal
CA-001430,2025-09-27,VH-10104,AAW5933,Freightliner M2,166448,Poor,,9,EV,,Electric,166639,2024-11-15,2023-08-04,Second,3754,20,3,8.01,GOOD,Good,Unknown,0,MaintenanceRiskModel
CA-001431,01/15/2025,VH-10166,GBU2244,Toyota Tacoma,121259,Average,1,12,Diesel,Automatic,3.5L,120962,2024-05-13,2018-10-15,Leased,1126,17,1,15.93,Worn,Worn,Weak,1,MaintenanceRiskModel
CA-001432,2024-08-23,VH-X5473,CXF5413,Tacoma,12475,GOOD,0,1,DIESEL,,,12690,2024-07-03,2028-07-05,Leased,1843,4,1,27.87,New,Needs Service,Unknown,0,ConditionPortal
CA-001433,2025-08-29,VH-10019,BAZ3691,MV607,87423,GOOD,2,9,EV,,2500,87481,2025-05-31,03/09/2020,Second,3436,11,2,49.86,Good,Good,Weak,0,MaintenanceRiskModel
CA-001434,2026-04-14,VH-10048,LFD2740,Honda Civic,99361,Unknown,2,9,Hybrid,Manual,3.5L,99180,2026-04-14,11/22/2020,Pool,3462,16,1,16.53,New,Poor,WEAK,0,MaintenanceRiskModel
CA-001435,2024-07-01,VH-10120,VFZ1606,Nissan NV200,91745,Poor,2,5,EV,Automatic,,108512,2024-02-11,2025-07-06,Company,3083,12,1,35.36,Good,Needs Service,Unknown,0,ConditionPortal
CA-001436,2024-08-21,VH-X8721,IGG3248,Toyota Tacoma,94757,Unknown,2,5,Electric,Manual,2500,94638,2024-02-09,2026-04-09,Second,3254,0,2,43.24,Poor,New,Replace,1,MaintenanceRiskModel
CA-001437,2025-06-03,VH-10098,AKO4598,MV607,238996,Good,0,11,Hybrid,AUTO,,238792,2024-11-18,2018-07-06,Leased,2609,2,3,47.77,Worn,GOOD,Good,1,ConditionPortal
CA-001438,2025-03-10,VH-X6118,RZY1050,Sedan,143572,GOOD,2,7,Hybrid,Manual,Electric,143810,2025-02-02,2024-09-12,Pool,4050,9,0,28.48,Worn Out,Good,New,0,MaintenanceRiskModel
CA-001439,2025-07-26,VH-10356,PWK9839,F-150,162410,Good,0,8,Diesel,CVT,Electric,176020,2024-12-09,2022-10-12,Company,3472,12,0,42.42,Worn Out,Good,New,1,ConditionPortal
CA-001440,2024-09-07,VH-10234,GGF8456,Camry,71683,Poor,3,5,EV,,2500,80595,2024-01-24,2027-01-20,,4069,16,3,40.37,Good,New,Good,0,ConditionPortal
CA-001441,2025-11-13,VH-10297,YRP5424,Ford Transit,159661,Poor,3,10,HYBRID,AUTO,Electric,176835,2025-06-29,2021-12-14,,3360,8,0,21.51,Worn Out,Needs Service,Unknown,0,InspectionApp
CA-001442,2026-01-17,VH-10211,YOS1930,Heavy Truck,105593,Unknown,0,11,Gas,Manual,1.8L,119207,2025-04-30,02/28/2018,Second,1769,15,2,41.76,Poor,Worn,Good,0,MaintenanceRiskModel
CA-001443,2024-07-05,VH-10264,IUB5476,GMC Sierra,73140,Good,3,6,DIESEL,AUTO,Electric,73173,2024-04-15,2022-12-11,,4183,11,0,15.36,Worn,Good,WEAK,0,MaintenanceRiskModel
CA-001444,2024-03-08,VH-10139,QZY4317,NV200,139044,Average,1,7,Diesel,,Electric,158191,03/20/2023,2022-01-28,Company,2702,16,3,38.64,GOOD,Poor,Good,1,InspectionApp
CA-001445,2024-01-24,VH-10305,BZM2610,Truck,71109,Good,0,7,Unleaded,,3.5L,71383,2023-08-25,2022-12-05,Leased,1974,11,0,25.84,New,Good,Unknown,0,MaintenanceRiskModel
CA-001446,2024-02-27,VH-10308,MEE9917,Van,29114,Unknown,1,2,Electric,AUTO,Electric,48251,2023-07-15,2029-01-29,Pool,1935,9,0,32.7,Poor,New,Unknown,0,MaintenanceRiskModel
CA-001447,2024-04-27,VH-10154,CLA8081,Heavy Truck,182338,Average,3,14,Hybrid,Manual,Electric,182594,2023-10-09,2015-03-21,Company,1078,14,3,21.45,Poor,GOOD,Replace,1,MaintenanceRiskModel
CA-001448,2026-01-13,VH-10363,ZUI7968,Toyota Camry,108660,Good,1,13,Diesel,Automatic,Electric,108936,2025-12-13,2017-09-29,,4273,1,0,8.82,Worn,Good,Weak,0,MaintenanceRiskModel
CA-001449,2025-11-06,VH-10338,RZY1050,Honda Civic,136389,GOOD,3,7,Electric,AUTO,3.5L,141649,2025-10-16,2024-09-12,Company,2600,17,0,53.34,Worn Out,Good,Unknown,0,InspectionApp
CA-001450,2024-06-28,VH-10125,XYD8116,Civic,97107,Poor,3,5,DIESEL,,3.5L,113698,2023-12-22,2025-10-03,Leased,1048,6,0,32.13,GOOD,New,Weak,1,InspectionApp
CA-001451,2025-08-28,,WBR0650,International MV607,256650,GOOD,3,12,Electric,Automatic,3.5L,256569,2025-04-04,2019-04-12,Pool,4041,8,0,35.93,New,Needs Service,Replace,1,MaintenanceRiskModel
CA-001452,2025-11-02,VH-10043,QCI0298,F-150,174149,Good,,8,DIESEL,AUTO,Electric,188169,2025-08-11,2024-06-03,Company,2929,15,2,26.46,Worn,GOOD,Good,0,MaintenanceRiskModel
CA-001453,2025-04-12,VH-10417,LHN8465,M2,156370,Good,0,10,EV,AUTO,,156560,2024-02-22,2019-05-23,Company,974,3,0,47.0,New,Worn,WEAK,0,MaintenanceRiskModel
CA-001454,2025-04-18,VH-10194,SGK9378,Honda Civic,83938,Poor,1,5,Gas,Manual,2000,108243,2024-07-27,2025-08-31,Second,2183,10,0,52.78,Worn,Worn,Weak,0,MaintenanceRiskModel
CA-001455,2024-05-20,VH-10279,IDM5162,Ram 1500,120242,Average,0,14,Electric,AUTO,3.5L,136089,2023-05-14,2016-04-02,,2258,20,2,25.88,Worn Out,GOOD,Weak,0,InspectionApp
CA-001456,2024-12-18,VH-10245,NRN5127,Van,44351,Average,2,4,Gas,AUTO,2000,44059,2024-07-26,2028-03-03,Leased,2572,14,1,9.94,Worn Out,Worn,Weak,0,InspectionApp
CA-001457,2025-04-14,VH-10041,VVY6942,Camry,33732,GOOD,,3,Electric,,2500,43213,2024-12-08,2029-03-22,Leased,3976,2,0,52.67,Good,Worn,WEAK,1,MaintenanceRiskModel
CA-001458,2025-11-02,VH-10290,JPA5858,Express,41234,Poor,1,3,Electric,Automatic,Electric,41377,2024-10-06,2027-03-31,Second,4467,4,1,20.69,Worn Out,New,Replace,1,MaintenanceRiskModel
CA-001459,2025-07-01,VH-10041,VVY6942,Toyota Camry,36144,GOOD,0,3,Diesel,Automatic,Electric,44109,2025-02-17,2029-03-22,Second,3379,7,0,27.55,Worn Out,Worn,Good,1,MaintenanceRiskModel
CA-001460,10/17/2025,VH-10215,IBH7512,Transit,46014,Unknown,0,2,Hybrid,CVT,,46303,03/29/2025,2027-02-28,Leased,3314,2,0,39.21,GOOD,Needs Service,WEAK,0,InspectionApp
CA-001461,2025-01-19,VH-10382,LBQ5945,Ford F-150,78372,GOOD,3,7,EV,AUTO,3.5L,87672,2024-05-31,2025-10-03,Leased,1696,17,1,22.7,Poor,Poor,New,1,ConditionPortal
CA-001462,2024-03-14,VH-10305,BZM2610,Dodge Ram 1500,74298,Average,0,7,Hybrid,AUTO,2500,74330,2023-11-06,2022-12-05,Leased,2702,6,1,46.09,Worn Out,Poor,Weak,0,MaintenanceRiskModel
